,target,location,aircraft_damage,make,model,number_of_engines,engine_type,weather_conditions,phase_of_flight,Year,Month,Day,injuries,pax_onboard,fatality_percentage,survived,amateur_built
44199,Non-Fatal,10089,2,2203,4804,1.0,0,2,5,1986,10,10,0.0,3.0,0.0,3,0
44200,Non-Fatal,13559,2,2203,4854,1.0,0,2,9,1984,12,22,0.0,1.0,0.0,1,0
44201,Non-Fatal,9176,0,2203,4768,2.0,0,2,7,1986,10,10,0.0,1.0,0.0,1,0
44202,Non-Fatal,7372,2,2203,4783,2.0,0,2,2,1986,10,30,1.0,5.0,0.0,5,0
44203,Non-Fatal,12201,2,2203,4651,1.0,0,2,0,1984,12,22,0.0,2.0,0.0,2,0
44204,Non-Fatal,13653,2,2203,4623,1.0,0,2,10,1986,9,26,0.0,2.0,0.0,2,0
44205,Fatal,2082,2,2203,4723,1.0,0,2,0,1986,10,15,1.0,3.0,33.33333333333333,2,0
44206,Non-Fatal,5688,2,2203,4714,1.0,0,2,9,1984,12,22,1.0,1.0,0.0,1,0
44207,Non-Fatal,12551,2,2203,4912,1.0,0,2,2,1984,12,21,3.0,3.0,0.0,3,0
44208,Non-Fatal,1102,2,2203,4810,1.0,0,2,5,2000,7,29,0.0,2.0,0.0,2,0
44209,Fatal,4008,0,2203,4731,1.0,0,2,5,1986,10,16,4.0,4.0,50.0,2,0
44210,Non-Fatal,2758,2,2203,4670,2.0,0,2,5,1986,10,9,0.0,1.0,0.0,1,0
44211,Non-Fatal,11951,2,2203,4854,1.0,0,2,5,1984,11,29,0.0,1.0,0.0,1,0
44212,Non-Fatal,7735,2,2203,4711,1.0,0,2,5,1986,10,30,0.0,1.0,0.0,1,0
44213,Non-Fatal,9552,0,2203,4604,1.0,0,2,0,1984,11,17,2.0,2.0,0.0,2,0
44214,Non-Fatal,11951,2,2203,3716,1.0,0,2,2,1984,11,16,0.0,2.0,0.0,2,0
44215,Non-Fatal,2587,2,2203,4759,1.0,0,2,0,1984,11,15,0.0,2.0,0.0,2,0
44216,Fatal,1085,0,2203,4810,1.0,0,0,9,1984,12,23,3.0,3.0,100.0,0,0
44217,Fatal,5196,0,2203,4724,1.0,0,2,1,1986,9,24,2.0,2.0,100.0,0,0
44218,Non-Fatal,6809,2,2203,4853,1.0,0,2,5,1986,10,15,0.0,2.0,0.0,2,0
44219,Non-Fatal,8910,2,2203,4714,1.0,0,2,2,1984,11,25,0.0,5.0,0.0,5,0
44220,Non-Fatal,1500,2,2203,4646,1.0,0,2,2,1984,11,25,0.0,1.0,0.0,1,0
44221,Non-Fatal,1949,2,2203,4683,1.0,0,2,9,1987,4,19,3.0,4.0,0.0,4,0
44222,Non-Fatal,5149,2,2203,4744,1.0,0,2,5,1986,10,31,0.0,2.0,0.0,2,0
44223,Non-Fatal,4138,2,2203,4653,1.0,0,2,5,1986,10,15,0.0,1.0,0.0,1,0
44224,Non-Fatal,10905,2,2203,4784,2.0,0,2,1,1984,11,15,2.0,4.0,0.0,4,0
44225,Fatal,9647,0,2203,4714,1.0,0,1,2,1986,10,13,2.0,2.0,100.0,0,0
44226,Non-Fatal,625,2,2203,4670,2.0,0,2,8,1984,11,16,0.0,2.0,0.0,2,0
44227,Fatal,2082,0,2203,4731,1.0,0,2,0,1986,10,15,1.0,3.0,33.33333333333333,2,0
44228,Fatal,431,0,2203,6243,1.0,0,2,3,1986,9,26,1.0,1.0,100.0,0,0
44229,Fatal,584,0,2203,4744,1.0,0,2,0,1984,11,16,4.0,4.0,100.0,0,0
44230,Non-Fatal,6339,2,2203,4629,1.0,0,2,9,1984,11,25,0.0,2.0,0.0,2,0
44231,Non-Fatal,5512,2,2203,4723,1.0,0,2,9,1984,12,21,0.0,4.0,0.0,4,0
44232,Non-Fatal,9718,2,2203,4623,1.0,0,2,5,1986,10,8,0.0,1.0,0.0,1,0
44233,Non-Fatal,1978,2,2203,4723,1.0,0,2,10,1986,9,28,0.0,3.0,0.0,3,0
44234,Non-Fatal,4432,2,2203,4768,2.0,0,2,5,1984,12,19,0.0,2.0,0.0,2,0
44235,Non-Fatal,6503,2,2203,4723,1.0,0,2,9,1986,10,29,0.0,4.0,0.0,4,0
44236,Non-Fatal,1644,0,2203,4854,1.0,0,0,2,1984,12,23,3.0,3.0,0.0,3,0
44237,Non-Fatal,3722,2,2203,4759,1.0,0,2,9,1986,9,28,4.0,4.0,0.0,4,0
44238,Fatal,3644,0,2203,4784,2.0,0,0,9,1986,9,28,1.0,1.0,100.0,0,0
44239,Fatal,4580,0,2203,4723,1.0,0,0,0,1984,12,19,2.0,2.0,50.0,1,0
44240,Non-Fatal,11926,2,2203,4623,1.0,0,2,5,1984,12,18,0.0,1.0,0.0,1,0
44241,Non-Fatal,10164,2,2203,4810,1.0,0,2,0,1984,11,25,0.0,1.0,0.0,1,0
44242,Non-Fatal,9971,2,2203,4714,1.0,0,2,5,1986,10,28,0.0,2.0,0.0,2,0
44243,Non-Fatal,10652,0,2203,4714,1.0,0,2,2,1984,11,24,1.0,1.0,0.0,1,0
44244,Fatal,6666,0,2203,4854,1.0,0,2,0,1984,12,18,2.0,2.0,100.0,0,0
44245,Fatal,11864,0,2203,4607,1.0,0,2,3,1984,12,1,1.0,1.0,100.0,0,0
44246,Non-Fatal,10758,0,2203,3683,1.0,0,2,9,1984,11,25,1.0,1.0,0.0,1,0
44247,Non-Fatal,9787,2,2203,4616,1.0,0,2,9,1986,9,26,0.0,1.0,0.0,1,0
44248,Non-Fatal,3590,2,2203,4784,2.0,0,2,2,1986,10,30,0.0,10.0,0.0,10,0
44249,Non-Fatal,6265,2,2203,4623,1.0,0,2,9,1986,10,17,1.0,2.0,0.0,2,0
44250,Fatal,6856,2,2203,4683,1.0,0,1,2,1986,10,29,1.0,1.0,100.0,0,0
44251,Non-Fatal,9794,2,2203,4721,1.0,0,2,2,1984,12,20,3.0,3.0,0.0,3,0
44252,Non-Fatal,3958,0,2203,4850,1.0,0,2,6,1984,11,17,1.0,1.0,0.0,1,0
44253,Non-Fatal,7165,2,2203,4724,1.0,0,2,9,1984,11,17,0.0,3.0,0.0,3,0
44254,Fatal,5926,0,2203,4739,1.0,0,0,9,1986,10,18,2.0,2.0,100.0,0,0
44255,Non-Fatal,2779,2,2203,4829,1.0,0,2,5,1984,11,25,0.0,4.0,0.0,4,0
44256,Non-Fatal,6305,2,2203,4637,1.0,0,2,5,2000,7,31,0.0,2.0,0.0,2,0
44257,Fatal,3360,2,2204,4854,1.0,0,2,2,2007,4,26,1.0,1.0,100.0,0,0
44258,Non-Fatal,554,2,2205,963,2.0,0,2,5,1982,4,4,0.0,5.0,0.0,5,0
44259,Non-Fatal,3260,2,2206,5243,1.0,0,2,5,1998,11,3,0.0,1.0,0.0,1,1
44260,Fatal,7955,0,2207,6574,1.0,0,2,9,1995,5,20,1.0,1.0,100.0,0,1
44261,Non-Fatal,8280,2,2208,5435,1.0,0,2,2,1997,8,27,0.0,1.0,0.0,1,0
44262,Non-Fatal,10996,2,2208,5499,1.0,0,2,0,1989,1,22,1.0,1.0,0.0,1,1
44263,Non-Fatal,9463,2,2208,5491,1.0,0,2,5,1990,8,25,0.0,1.0,0.0,1,0
44264,Non-Fatal,11250,0,2208,5426,1.0,0,2,9,1986,11,2,0.0,1.0,0.0,1,1
44265,Non-Fatal,9756,2,2208,5435,1.0,0,2,4,1995,8,12,0.0,2.0,0.0,2,0
44266,Non-Fatal,7031,2,2208,5890,1.0,0,2,5,1982,12,8,0.0,1.0,0.0,1,1
44267,Non-Fatal,13787,2,2208,5491,1.0,0,2,9,1998,3,11,1.0,1.0,0.0,1,0
44268,Non-Fatal,4668,2,2208,5502,1.0,0,2,8,1985,10,19,0.0,1.0,0.0,1,1
44269,Non-Fatal,11598,2,2208,5435,1.0,0,2,5,1994,4,17,0.0,3.0,0.0,3,0
44270,Non-Fatal,2061,2,2208,5435,1.0,0,2,5,1994,10,18,0.0,2.0,0.0,2,0
44271,Fatal,5814,0,2208,43,1.0,0,2,6,1999,9,18,1.0,1.0,100.0,0,1
44272,Fatal,1466,0,2208,5407,1.0,0,2,6,1987,9,3,1.0,1.0,100.0,0,1
44273,Non-Fatal,11624,2,2208,5435,1.0,0,2,6,1995,2,24,0.0,1.0,0.0,1,0
44274,Non-Fatal,11508,2,2208,5537,1.0,0,2,5,1982,7,21,0.0,1.0,0.0,1,0
44275,Non-Fatal,3443,2,2208,5435,1.0,0,2,5,1993,6,15,0.0,1.0,0.0,1,0
44276,Non-Fatal,12402,2,2208,5652,1.0,0,2,2,1982,9,24,1.0,1.0,0.0,1,1
44277,Non-Fatal,4638,2,2208,5502,1.0,0,2,6,1993,1,15,1.0,1.0,0.0,1,0
44278,Fatal,6062,0,2208,5434,1.0,0,2,6,1994,4,17,1.0,1.0,100.0,0,0
44279,Non-Fatal,6228,2,2208,5509,1.0,0,2,6,1994,5,26,0.0,1.0,0.0,1,0
44280,Non-Fatal,72,2,2208,5502,1.0,0,2,5,1982,12,9,0.0,1.0,0.0,1,1
44281,Fatal,3089,0,2208,5418,1.0,0,2,6,1988,11,17,1.0,1.0,100.0,0,1
44282,Non-Fatal,10617,2,2208,5481,1.0,0,2,5,1984,9,18,0.0,1.0,0.0,1,0
44283,Non-Fatal,11285,2,2208,5493,1.0,0,2,10,1993,9,23,0.0,2.0,0.0,2,0
44284,Non-Fatal,10424,2,2208,5428,1.0,0,2,10,1996,9,13,0.0,2.0,0.0,2,1
44285,Non-Fatal,1221,2,2208,5435,1.0,0,2,5,1996,7,12,0.0,2.0,0.0,2,0
44286,Non-Fatal,10279,2,2208,5418,1.0,0,2,2,1986,6,15,0.0,1.0,0.0,1,1
44287,Non-Fatal,10122,2,2208,5487,1.0,0,2,5,1998,1,25,0.0,1.0,0.0,1,0
44288,Non-Fatal,4417,2,2208,5428,1.0,0,2,5,1992,8,5,0.0,1.0,0.0,1,0
44289,Fatal,1674,2,2208,5435,1.0,0,2,0,1985,12,28,2.0,4.0,50.0,2,0
44290,Non-Fatal,12541,2,2208,5509,1.0,0,2,9,1992,12,26,0.0,2.0,0.0,2,0
44291,Non-Fatal,9861,2,2208,5434,1.0,0,2,5,1999,7,31,2.0,2.0,0.0,2,0
44292,Fatal,3059,0,2208,5896,1.0,0,2,6,1990,11,3,1.0,1.0,100.0,0,1
44293,Non-Fatal,12139,1,2208,5434,1.0,0,2,10,1987,11,27,0.0,4.0,0.0,4,0
44294,Non-Fatal,10284,2,2208,5505,1.0,0,2,5,1990,2,23,0.0,1.0,0.0,1,0
44295,Non-Fatal,2089,2,2208,5407,1.0,0,2,5,1987,8,25,0.0,1.0,0.0,1,1
44296,Fatal,4237,0,2208,5435,1.0,0,2,1,1996,4,6,2.0,2.0,50.0,1,0
44297,Non-Fatal,11774,2,2208,5894,1.0,0,2,2,1983,2,19,1.0,1.0,0.0,1,1
44298,Fatal,7255,0,2208,5487,1.0,0,2,6,1993,5,11,1.0,1.0,100.0,0,0
44299,Non-Fatal,1279,2,2208,5509,1.0,0,2,0,1993,3,24,0.0,2.0,0.0,2,0
44300,Non-Fatal,12919,0,2208,5509,1.0,0,2,2,1989,2,11,2.0,2.0,0.0,2,0
44301,Non-Fatal,10993,2,2208,5408,1.0,0,2,0,1982,6,2,0.0,2.0,0.0,2,1
44302,Non-Fatal,226,1,2208,5435,1.0,0,2,10,1991,5,16,0.0,2.0,0.0,2,0
44303,Non-Fatal,10413,2,2208,5407,1.0,0,2,5,1992,3,1,0.0,1.0,0.0,1,1
44304,Non-Fatal,10872,2,2208,5509,1.0,0,2,4,1999,10,11,0.0,1.0,0.0,1,0
44305,Non-Fatal,10925,2,2208,5503,1.0,0,0,5,1983,1,16,0.0,1.0,0.0,1,1
44306,Non-Fatal,8823,2,2208,5434,1.0,0,2,6,1998,2,17,0.0,2.0,0.0,2,0
44307,Non-Fatal,3339,0,2208,5502,1.0,0,2,9,1985,3,2,1.0,1.0,0.0,1,1
44308,Non-Fatal,13296,2,2208,5492,1.0,0,2,6,1983,5,8,0.0,1.0,0.0,1,1
44309,Non-Fatal,10424,2,2208,5428,1.0,0,2,5,1996,9,13,0.0,2.0,0.0,2,1
44310,Non-Fatal,5629,2,2208,5894,1.0,0,2,5,1983,8,14,0.0,1.0,0.0,1,0
44311,Non-Fatal,4416,0,2208,5425,1.0,0,2,6,1994,10,22,1.0,1.0,0.0,1,1
44312,Non-Fatal,1627,2,2208,5407,1.0,0,2,6,1989,7,9,1.0,1.0,0.0,1,1
44313,Non-Fatal,10863,2,2208,5502,1.0,0,2,9,1997,5,7,1.0,1.0,0.0,1,1
44314,Non-Fatal,10503,2,2208,5428,1.0,0,2,10,1988,10,16,0.0,1.0,0.0,1,0
44315,Non-Fatal,226,2,2208,5435,1.0,0,2,10,1991,5,16,0.0,2.0,0.0,2,0
44316,Non-Fatal,148,2,2208,5435,1.0,0,2,5,1983,6,14,2.0,3.0,0.0,3,0
44317,Fatal,4819,2,2208,5434,1.0,0,2,6,1983,9,15,2.0,2.0,100.0,0,0
44318,Non-Fatal,7625,2,2208,5407,1.0,0,2,5,1998,10,23,0.0,1.0,0.0,1,1
44319,Non-Fatal,3117,0,2208,5428,1.0,0,2,0,1986,5,18,1.0,1.0,0.0,1,1
44320,Fatal,11845,0,2208,5435,1.0,0,2,6,1999,7,5,2.0,2.0,100.0,0,0
44321,Non-Fatal,8503,2,2208,5435,1.0,0,2,5,1995,4,26,0.0,2.0,0.0,2,1
44322,Non-Fatal,11285,2,2208,5435,1.0,0,2,5,1998,8,31,0.0,1.0,0.0,1,0
44323,Non-Fatal,11877,2,2208,5428,1.0,0,2,1,1994,7,15,1.0,1.0,0.0,1,1
44324,Fatal,12762,2,2208,5493,1.0,0,2,6,2000,8,27,1.0,1.0,100.0,0,1
44325,Non-Fatal,148,2,2208,5435,1.0,0,2,5,1994,12,27,2.0,2.0,0.0,2,0
44326,Non-Fatal,5778,2,2208,5049,1.0,0,2,6,1985,4,28,0.0,1.0,0.0,1,0
44327,Non-Fatal,9709,2,2208,5508,1.0,0,2,5,1986,6,27,0.0,1.0,0.0,1,0
44328,Fatal,590,2,2208,5407,1.0,0,2,6,1986,5,24,1.0,1.0,100.0,0,1
44329,Non-Fatal,8258,2,2208,5420,1.0,0,2,5,2000,10,13,1.0,1.0,0.0,1,0
44330,Fatal,1317,0,2208,5435,1.0,0,2,6,1997,12,7,3.0,3.0,100.0,0,0
44331,Non-Fatal,8164,0,2208,905,1.0,0,2,6,1982,2,20,1.0,1.0,0.0,1,1
44332,Fatal,9373,0,2208,5435,1.0,0,2,6,1995,4,1,1.0,1.0,100.0,0,0
44333,Non-Fatal,1279,2,2208,5434,1.0,0,2,5,1984,5,24,0.0,2.0,0.0,2,0
44334,Non-Fatal,10284,0,2208,5509,1.0,0,2,0,1989,1,10,2.0,3.0,0.0,3,0
44335,Fatal,1849,0,2208,5434,1.0,0,2,6,1985,9,16,1.0,1.0,100.0,0,0
44336,Non-Fatal,3460,2,2208,5435,1.0,0,2,5,1998,11,28,2.0,4.0,0.0,4,0
44337,Fatal,3909,0,2208,5491,1.0,0,2,9,1982,7,3,1.0,1.0,100.0,0,1
44338,Non-Fatal,11285,2,2208,5509,1.0,0,2,10,1993,9,23,0.0,2.0,0.0,2,0
44339,Non-Fatal,7266,0,2208,5428,1.0,0,2,6,1983,8,13,1.0,1.0,0.0,1,0
44340,Non-Fatal,6032,2,2208,5407,1.0,0,2,2,1986,2,2,1.0,1.0,0.0,1,1
44341,Non-Fatal,12434,2,2208,5491,1.0,0,2,6,1998,7,11,1.0,1.0,0.0,1,1
44342,Fatal,601,0,2208,5427,1.0,0,2,6,1995,4,15,1.0,1.0,100.0,0,1
44343,Non-Fatal,10925,2,2208,5489,1.0,0,2,0,1985,12,1,0.0,1.0,0.0,1,1
44344,Non-Fatal,4132,2,2208,5509,1.0,0,2,6,1994,7,4,0.0,1.0,0.0,1,0
44345,Fatal,3435,0,2208,5569,1.0,0,2,6,1990,7,31,1.0,1.0,100.0,0,1
44346,Non-Fatal,4839,2,2208,5435,1.0,0,2,5,1998,4,23,0.0,1.0,0.0,1,0
44347,Non-Fatal,5292,2,2208,5487,1.0,0,2,5,1994,7,5,0.0,1.0,0.0,1,1
44348,Non-Fatal,9127,0,2208,5434,1.0,0,2,6,1984,9,8,1.0,1.0,0.0,1,0
44349,Non-Fatal,11716,2,2208,5432,1.0,0,1,6,1984,4,2,0.0,2.0,0.0,2,0
44350,Non-Fatal,9889,2,2208,5502,1.0,0,2,5,1994,10,5,0.0,1.0,0.0,1,1
44351,Non-Fatal,13271,2,2208,5503,1.0,0,2,6,2000,8,27,0.0,2.0,0.0,2,0
44352,Non-Fatal,10988,1,2208,5435,1.0,0,2,10,1999,12,23,0.0,2.0,0.0,2,0
44353,Non-Fatal,2737,2,2208,5502,1.0,0,2,2,1999,12,4,1.0,1.0,0.0,1,1
44354,Non-Fatal,431,2,2208,5897,1.0,0,2,5,1984,3,10,0.0,2.0,0.0,2,1
44355,Non-Fatal,624,0,2208,5509,1.0,0,2,6,1992,6,27,0.0,1.0,0.0,1,0
44356,Non-Fatal,13582,2,2208,5503,1.0,0,2,0,1982,11,21,0.0,1.0,0.0,1,1
44357,Non-Fatal,10383,2,2208,5508,1.0,0,2,9,1984,6,3,1.0,2.0,0.0,2,1
44358,Non-Fatal,5422,0,2208,5435,1.0,0,2,6,1993,3,7,1.0,1.0,0.0,1,0
44359,Non-Fatal,1893,2,2208,5427,1.0,0,2,9,1990,11,17,1.0,1.0,0.0,1,1
44360,Non-Fatal,10383,0,2208,5508,1.0,0,2,9,1984,6,3,1.0,2.0,0.0,2,1
44361,Non-Fatal,5580,2,2208,5503,1.0,0,2,5,1992,6,28,0.0,1.0,0.0,1,1
44362,Non-Fatal,7214,1,2208,5435,1.0,0,2,10,2000,10,21,0.0,2.0,0.0,2,0
44363,Non-Fatal,7817,2,2208,5429,1.0,0,2,6,1986,11,8,1.0,1.0,0.0,1,0
44364,Non-Fatal,12705,2,2208,5434,1.0,0,2,5,1985,8,3,0.0,2.0,0.0,2,0
44365,Non-Fatal,2341,2,2208,5425,1.0,0,2,5,1987,10,25,0.0,1.0,0.0,1,1
44366,Non-Fatal,6572,2,2208,5489,1.0,0,2,5,1994,4,13,0.0,1.0,0.0,1,1
44367,Non-Fatal,6976,2,2208,5428,1.0,0,2,5,1995,7,12,0.0,1.0,0.0,1,1
44368,Fatal,6662,0,2208,5418,1.0,0,2,3,1983,4,20,1.0,1.0,100.0,0,1
44369,Fatal,5533,0,2208,5889,1.0,0,2,6,1986,4,7,1.0,1.0,100.0,0,1
44370,Non-Fatal,10287,2,2208,5508,1.0,0,2,5,1987,10,24,0.0,2.0,0.0,2,0
44371,Non-Fatal,5612,2,2208,5502,1.0,0,2,6,1991,6,9,0.0,1.0,0.0,1,0
44372,Non-Fatal,5021,2,2208,5505,1.0,0,2,6,1993,4,18,0.0,1.0,0.0,1,0
44373,Non-Fatal,5207,0,2208,5429,1.0,0,2,6,1983,9,18,1.0,1.0,0.0,1,0
44374,Non-Fatal,1893,0,2208,5425,1.0,0,2,0,1988,3,19,2.0,2.0,0.0,2,1
44375,Non-Fatal,11344,2,2208,5430,1.0,0,2,9,1988,5,29,0.0,1.0,0.0,1,1
44376,Fatal,11654,2,2208,5509,1.0,0,2,0,1990,8,5,2.0,2.0,100.0,0,0
44377,Non-Fatal,13436,2,2208,5509,1.0,0,2,2,1994,4,27,2.0,2.0,0.0,2,0
44378,Non-Fatal,13005,2,2208,5503,1.0,0,2,5,1986,12,21,0.0,1.0,0.0,1,0
44379,Non-Fatal,985,2,2208,5434,1.0,0,2,9,1998,5,17,1.0,1.0,0.0,1,0
44380,Non-Fatal,10886,2,2208,5435,1.0,0,2,10,1994,7,26,0.0,2.0,0.0,2,0
44381,Non-Fatal,10039,2,2208,5425,1.0,0,2,2,1984,7,10,0.0,1.0,0.0,1,1
44382,Non-Fatal,6309,2,2208,5425,1.0,0,2,2,1983,8,5,0.0,1.0,0.0,1,0
44383,Non-Fatal,10902,0,2208,5487,1.0,0,2,11,1982,11,7,0.0,1.0,0.0,1,1
44384,Non-Fatal,12228,2,2209,5425,1.0,0,2,6,1999,7,4,1.0,1.0,0.0,1,1
44385,Non-Fatal,3099,2,2209,5510,1.0,0,2,9,1987,3,30,1.0,1.0,0.0,1,1
44386,Non-Fatal,5690,0,2209,5428,1.0,0,2,2,1982,5,26,0.0,1.0,0.0,1,0
44387,Non-Fatal,10872,0,2209,3309,1.0,0,2,6,1985,12,19,0.0,1.0,0.0,1,1
44388,Non-Fatal,9756,2,2209,5490,1.0,0,2,5,1986,11,29,0.0,1.0,0.0,1,1
44389,Fatal,9162,2,2209,5407,1.0,0,2,6,1990,10,17,1.0,1.0,100.0,0,1
44390,Non-Fatal,9483,2,2209,5936,1.0,0,2,5,1984,12,23,0.0,1.0,0.0,1,1
44391,Non-Fatal,6688,2,2209,5425,1.0,0,2,9,1982,4,21,0.0,1.0,0.0,1,0
44392,Non-Fatal,6892,2,2209,5407,1.0,0,2,9,1991,8,31,1.0,1.0,0.0,1,1
44393,Fatal,6416,0,2209,5407,1.0,0,2,6,1984,5,5,1.0,1.0,100.0,0,1
44394,Non-Fatal,10192,0,2209,5425,1.0,0,2,9,1984,10,15,1.0,1.0,0.0,1,1
44395,Non-Fatal,10911,2,2209,5425,1.0,0,2,5,1995,10,24,0.0,1.0,0.0,1,1
44396,Non-Fatal,7136,0,2209,5425,1.0,0,2,9,1985,5,26,1.0,1.0,0.0,1,1
44397,Non-Fatal,7661,2,2209,5407,1.0,0,2,5,1983,11,9,0.0,5.0,0.0,5,1
44398,Fatal,7677,0,2210,5407,1.0,0,1,2,1985,9,14,1.0,1.0,100.0,0,1
44399,Non-Fatal,9661,2,2211,5611,1.0,0,2,2,1982,5,15,1.0,2.0,0.0,2,1
44400,Fatal,13762,0,2211,5572,1.0,0,2,6,1986,7,27,1.0,1.0,100.0,0,1
44401,Non-Fatal,11794,2,2212,6030,1.0,0,2,2,1994,1,23,1.0,1.0,0.0,1,1
44402,Non-Fatal,1085,0,2213,2239,1.0,0,2,0,1989,3,23,1.0,1.0,0.0,1,1
44403,Non-Fatal,13273,2,2214,5354,1.0,0,2,0,1997,9,21,1.0,1.0,0.0,1,1
44404,Non-Fatal,4902,2,2215,4248,1.0,0,2,5,1992,6,7,0.0,1.0,0.0,1,1
44405,Fatal,4518,2,2216,3795,1.0,0,2,3,1998,1,14,1.0,1.0,100.0,0,1
44406,Fatal,7345,0,2217,360,1.0,0,2,3,1985,1,3,1.0,1.0,100.0,0,1
44407,Fatal,703,0,2218,6458,1.0,0,2,4,1985,7,7,2.0,2.0,100.0,0,0
44408,Non-Fatal,2625,0,2219,4232,1.0,0,2,5,1989,11,4,1.0,1.0,0.0,1,1
44409,Non-Fatal,9584,2,2220,3060,1.0,0,2,6,1997,8,1,0.0,1.0,0.0,1,1
44410,Non-Fatal,2260,2,2221,2599,1.0,0,2,2,1994,6,10,1.0,1.0,0.0,1,1
44411,Non-Fatal,11972,2,2222,2021,1.0,0,2,0,1983,10,27,0.0,1.0,0.0,1,1
44412,Non-Fatal,4714,2,2223,5118,1.0,0,2,9,1996,7,19,1.0,1.0,0.0,1,1
44413,Non-Fatal,5498,2,2224,5249,1.0,0,2,0,1998,4,18,0.0,1.0,0.0,1,1
44414,Fatal,3376,0,2225,6004,1.0,0,2,6,1997,4,30,1.0,1.0,100.0,0,1
44415,Non-Fatal,8160,2,2225,5698,1.0,0,2,6,1999,6,26,1.0,1.0,0.0,1,1
44416,Non-Fatal,10771,2,2226,1762,1.0,5,2,9,2007,12,1,1.0,1.0,0.0,1,1
44417,Fatal,5999,0,2227,2625,1.0,0,2,9,1999,8,2,1.0,1.0,100.0,0,0
44418,Fatal,5908,2,2227,2625,1.0,0,2,9,1982,2,14,2.0,2.0,100.0,0,0
44419,Non-Fatal,8156,0,2227,5082,1.0,0,2,9,1990,10,16,1.0,1.0,0.0,1,0
44420,Non-Fatal,12208,2,2227,2624,1.0,0,2,2,1989,5,11,0.0,1.0,0.0,1,0
44421,Non-Fatal,2653,2,2227,4006,1.0,0,2,2,2000,9,30,1.0,1.0,0.0,1,0
44422,Fatal,6688,0,2228,5319,1.0,0,2,9,1999,5,30,1.0,1.0,100.0,0,1
44423,Fatal,8445,0,2229,4034,1.0,0,2,6,2008,5,30,2.0,2.0,100.0,0,1
44424,Fatal,4915,0,2230,3422,1.0,0,2,1,1996,4,2,1.0,1.0,100.0,0,1
44425,Non-Fatal,7173,2,2231,5352,1.0,0,2,2,1999,8,28,0.0,1.0,0.0,1,1
44426,Non-Fatal,9421,2,2231,2121,1.0,0,2,5,1996,5,25,0.0,2.0,0.0,2,1
44427,Non-Fatal,9105,1,2232,4987,1.0,0,2,5,2008,9,20,1.0,2.0,0.0,2,1
44428,Non-Fatal,10105,0,2233,6275,1.0,0,2,5,1988,8,6,2.0,2.0,0.0,2,1
44429,Fatal,9756,0,2234,6132,1.0,0,2,9,1994,5,24,1.0,1.0,100.0,0,1
44430,Non-Fatal,8093,2,2235,3189,1.0,0,2,10,2000,6,11,0.0,1.0,0.0,1,1
44431,Non-Fatal,605,2,2235,2903,1.0,0,2,6,1999,9,25,0.0,1.0,0.0,1,1
44432,Non-Fatal,6965,2,2236,5086,2.0,5,2,2,1983,2,12,0.0,1.0,0.0,1,0
44433,Non-Fatal,9352,2,2237,6493,1.0,0,2,10,1998,8,1,0.0,2.0,0.0,2,1
44434,Non-Fatal,12912,2,2238,5156,1.0,0,2,9,1983,8,28,0.0,1.0,0.0,1,1
44435,Non-Fatal,7508,2,2239,5700,1.0,0,2,9,1999,6,14,0.0,1.0,0.0,1,1
44436,Non-Fatal,13162,2,2240,2996,1.0,0,2,5,1994,9,18,0.0,1.0,0.0,1,1
44437,Fatal,1279,0,2241,5381,1.0,0,2,2,1996,6,29,2.0,4.0,50.0,2,1
44438,Non-Fatal,10726,2,2242,3425,1.0,0,2,9,1999,12,30,1.0,1.0,0.0,1,1
44439,Non-Fatal,5902,2,2242,2139,1.0,0,2,2,1996,6,18,0.0,1.0,0.0,1,1
44440,Non-Fatal,2438,2,2242,1519,1.0,0,2,6,1996,8,24,0.0,2.0,0.0,2,1
44441,Fatal,11140,0,2243,5088,1.0,0,2,6,1995,12,17,2.0,2.0,100.0,0,1
44442,Non-Fatal,6573,2,2244,3821,1.0,0,2,9,1995,9,29,2.0,2.0,0.0,2,1
44443,Non-Fatal,2231,2,2245,2886,1.0,0,2,2,1989,7,2,1.0,1.0,0.0,1,1
44444,Non-Fatal,2350,2,2246,5698,1.0,0,2,9,1998,7,26,2.0,2.0,0.0,2,1
44445,Non-Fatal,6558,2,2247,5994,1.0,0,2,5,1998,6,19,0.0,1.0,0.0,1,1
44446,Non-Fatal,2203,2,2248,3249,1.0,0,2,2,1989,7,29,0.0,1.0,0.0,1,1
44447,Non-Fatal,1902,2,2249,4309,1.0,0,2,5,1990,8,5,0.0,1.0,0.0,1,1
44448,Fatal,4535,0,2250,4000,1.0,0,2,6,1983,6,25,2.0,2.0,100.0,0,1
44449,Non-Fatal,10486,2,2251,6523,1.0,0,2,1,1999,12,26,1.0,3.0,0.0,3,1
44450,Non-Fatal,5947,0,2252,155,2.0,5,2,9,1994,6,11,1.0,1.0,0.0,1,1
44451,Fatal,5316,0,2253,6458,2.0,5,2,11,1987,3,8,1.0,1.0,100.0,0,1
44452,Fatal,4568,2,2254,1677,1.0,0,2,1,1983,4,10,1.0,1.0,100.0,0,1
44453,Fatal,6710,0,2255,1678,1.0,0,2,6,1984,1,8,1.0,1.0,100.0,0,1
44454,Fatal,12009,0,2255,1678,1.0,0,2,0,1983,6,27,1.0,1.0,100.0,0,0
